word,CEFR,Japanese,phonetic,category,Example,Example_JP
summarily,C2,即座に,/səˈmɛrɪli/,General,He was summarily dismissed from his position.,彼は即座にその地位を解任された。
wane,C2,"衰える,減少する",/ˈweɪn/,General,The moon begins to wane after the full moon.,満月の後、月は衰え始める。
brimstone,C2,硫黄,/ˈbrɪmstoʊn/,General,The smell of brimstone filled the air.,硫黄の匂いが空中に充満した。
contraption,C2,仕掛け,/kəˈntræpʃən/,General,He built a strange contraption with spare parts.,彼はスペアパーツを使って奇妙な仕掛けを組み立てた。
malleable,C2,"順応性のある, 可鍛性の",/ˈmæliəbəl/,General,Children's minds are highly malleable.,子供の心は非常に順応性がある。
acrobatic,C2,アクロバットの,/ˌækrəˈbætɪk/,General,The dancer performed an acrobatic routine.,そのダンサーはアクロバットのようなルーティンを披露した。
consternation,C2,狼狽,/ˌkɑnstərˈneɪʃən/,General,His sudden resignation caused consternation among his colleagues.,彼の突然の辞任は同僚の間で狼狽を引き起こした。
dampen,C2,湿らせる,/ˈdæmpən/,Nature,The rain dampened the ground.,雨が地面を湿らせた。
lyrically,C2,叙情的に,/ˈlɪrɪkli/,General,The poet described the scene lyrically.,詩人は叙情的にその情景を説明しました。
bereft,C2,奪われた、失った,/bərˈɛft/,General,She felt bereft after the loss of her mother.,彼女は母親を失って、喪失感を感じた。
derision,C2,嘲笑、あざけり,/dərˈɪʒən/,General,His proposal was met with derision.,彼の提案は嘲笑をもって迎えられた。
selectivity,C2,選択性,/sɪˌlɛˈktɪvəti/,General,The enzyme has high selectivity for its substrate.,その酵素は基質に対して高い選択性を持っている。
squint,C2,目を細める,/ˈskwɪnt/,Daily,He had to squint to see the small print.,彼は小さな文字を見るために目を細めなければならなかった。
topographical,C2,"地形の,地形学的な",/topographical/,General,The topographical map showed the elevation of the land.,地形図は、土地の標高を示していた。
allot,C2,割り当てる、配分する,/əˈlɑt/,General,The teacher will allot tasks to the students.,先生は生徒に課題を割り当てるだろう。
blurb,C2,（本の）紹介文,/ˈblɜːrb/,General,The blurb on the back cover was very intriguing.,裏表紙の紹介文は非常に興味をそそった。
preeminent,C2,卓越した、傑出した,/priˈɛmənənt/,Academic,She is a preeminent scholar in her field.,彼女は彼女の分野で卓越した学者です。
vandal,C2,破壊者,/vˈændəl/,General,The vandal defaced the monument.,破壊者たちが記念碑を汚した。
maggot,C2,ウジ,/mˈæɡət/,Culture,The decaying food was crawling with maggot.,腐敗した食べ物はウジがわいていた。
squirm,C2,もじもじする、身をよじる,/ˈskwɜːrm/,Daily,The child began to squirm in his seat.,子供は椅子の上でもじもじし始めた。
surrealism,C2,シュルレアリスム,/sərˈiːlɪzəm/,Culture,Surrealism is an art movement that explored the unconscious.,シュルレアリスムは無意識を探求した芸術運動である。
babble,C2,おしゃべり,/ˈbæbəl/,General,The baby began to babble happily.,赤ちゃんは嬉しそうにおしゃべりを始めた。
haphazard,C2,手当たり次第の、計画性のない,/hæˈphæzərd/,Daily,His approach to the project was haphazard.,彼のプロジェクトへの取り組み方は手当たり次第だった。
irrevocably,C2,取り返しがつかなく、決定的に,/ɪˈrɛvəkəbli/,General,The decision was irrevocably made.,その決定は取り返しがつかなく行われた。
prescriptive,C2,規定的な、処方的な,/prescriptive/,Nature,The regulations are very prescriptive in nature.,その規則は本質的に非常に規定的である。
stipulate,C2,規定する,/ˈstɪpjəˌleɪt/,Business,The contract stipulate the conditions of employment.,契約は雇用条件を規定する。
conciliatory,C2,融和的な,/kəˈnsɪˌliːəˌtɔri/,General,"His tone was conciliatory, aiming to avoid further conflict.",彼の口調は融和的で、さらなる対立を避けようとしていた。
irrevocable,C2,取り消し不能の,/ɪˈrɛvəkəbəl/,General,The decision was irrevocable.,その決定は取り消し不能だった。
posit,C2,仮定する,/pˈɑːzət/,Academic,The theory posit that the universe is constantly expanding.,その理論は宇宙が常に拡大していると仮定している。
reclusive,C2,隠遁した,/rɪˈkluːsɪv/,General,The author was known for being reclusive and rarely gave interviews.,その著者は隠遁生活を送っており、ほとんどインタビューに応じないことで知られていた。
acrobatics,C2,曲芸,/ˌækrəˈbætɪks/,General,The acrobats performed amazing feats of acrobatics.,曲芸師たちは素晴らしい曲芸を披露した。
cloister,C2,修道院,/ˈklɔɪstər/,General,She spent years living in a cloister.,彼女は修道院で何年も暮らした。
repose,C2,休息,/riːpˈoʊz/,Nature,He found repose in the quiet of the forest.,彼は森の静寂の中に休息を見出した。
spatially,C2,空間的に,/ˈspeɪʃəlli/,Nature,The data was spatially analyzed to identify patterns of disease incidence.,疾患発生のパターンを特定するために、データは空間的に分析された。
surrealist,C2,シュルレアリスムの,/surrealist/,Culture,The surrealist painting depicted strange dreamlike scenes.,そのシュルレアリスムの絵は奇妙な夢のような情景を描いていた。
enabler,C2,イネーブラー、可能にするもの,/ɛˈneɪbələr/,General,Technology is an enabler of innovation.,テクノロジーはイノベーションを可能にするものです。
cay,C2,砂州、小島,/ˈkeɪ/,Nature,We went swimming near a small cay.,私たちは小さな砂州の近くで泳ぎに行った。
crony,C2,仲良し,/ˈkroʊni/,General,The politician surrounded himself with cronies.,その政治家は自分自身を仲良しで囲んだ。
lurid,C2,けばけばしい、ぞっとする,/ˈlʊrəd/,General,The lurid details of the crime shocked the public.,その犯罪のぞっとするような詳細は、大衆をショックさせた。
cogent,C2,説得力のある、筋の通った,/ˈkoʊdʒənt/,General,His arguments were cogent and well-reasoned.,彼の主張は説得力があり、よく論理付けられていた。
primeval,C2,原始の、太古の,/praɪˈmiːvəl/,Nature,The primeval forest was untouched by humans.,原始の森は人間に触れられていなかった。
revulsion,C2,嫌悪,/rɪˈvʌlʃən/,General,She felt a revulsion towards the idea.,彼女はその考えに嫌悪感を抱いた。
unsurpassed,C2,比類のない,/ˌʌnsərˈpæst/,General,His skills as a musician are unsurpassed.,音楽家としての彼のスキルは比類がない。
wistful,C2,物思いにふける,/ˈwɪstfəl/,General,She had a wistful look in her eyes.,彼女は物思いにふける目をしていた。
allude,C2,ほのめかす、暗示する,/əˈluːd/,General,He alluded to a secret plan.,彼は秘密の計画をほのめかした。
elation,C2,歓喜、高揚,/ɪˈleɪʃən/,General,She felt a surge of elation upon hearing the good news.,彼女は良い知らせを聞いて歓喜の高まりを感じた。
colloquially,C2,口語的に,/kəˈloʊkwiəlli/,General,The term is used colloquially to refer to that phenomenon.,その用語は、その現象を指すために口語的に使われます。
incongruous,C2,不調和な、場違いな,/ɪŋˈkɔŋruəs/,General,His formal suit seemed incongruous at the beach party.,彼のフォーマルなスーツはビーチパーティーでは場違いに見えました。
opulence,C2,富裕,/ˈɑːpjələns/,General,The mansion was decorated with opulence and extravagance.,その大邸宅は富裕さと贅沢さで飾られていました。
surreptitiously,C2,こっそりと,/ˌsɜːrəˈptɪʃəsli/,General,He surreptitiously slipped the note into her bag.,彼はこっそりとメモを彼女のバッグに滑り込ませた。
tacitly,C2,暗黙のうちに,/ˈtæsɪtli/,General,They tacitly agreed to the proposal.,彼らは暗黙のうちにその提案に同意しました。
thicket,C2,茂み、やぶ,/θˈɪkɪt/,General,They were walking through thicket of bushes.,彼らは茂みの藪の中を歩いていた。
frolic,C2,ふざけ回る,/ˈfrɑlɪk/,General,The children were frolicking in the park.,子供たちは公園でふざけ回っていた。
haughty,C2,横柄な,/ˈhɔti/,General,She had a haughty attitude.,彼女は横柄な態度をとっていた。
prostrate,C2,ひれ伏した,/ˈprɑstreɪt/,General,He was lying prostrate on the floor.,彼は床にひれ伏して横たわっていた。
rickety,C2,ガタガタの,/ˈrɪkəti/,General,The old bridge was rickety and unsafe.,古い橋はガタガタで危険だった。
contractually,C2,契約上,/kəˈntræktʃuəli/,Business,The company was contractually obligated to provide the service.,その会社は契約上、そのサービスを提供することを義務付けられていました。
breadwinner,C2,稼ぎ手,/ˈbrɛˌdwɪnər/,Daily,He is the main breadwinner in his family.,彼は家族の主な稼ぎ手だ。
glitz,C2,きらびやかさ,/ɡlˈɪts/,General,The event was full of glitz and glamour.,そのイベントはきらびやかさと魅力に満ちていた。
salivary,C2,唾液の,/salivary/,General,The salivary glands produce saliva for digestion.,唾液腺は消化のために唾液を生成します。
farcical,C2,滑稽な,/ˈfɑrsəkəl/,General,"The entire situation was so farcical, it was hard to take seriously.",状況全体が非常に滑稽だったので、真剣に受け止めるのが難しかった。
unobtrusive,C2,目立たない,/ˌʌnəˈbtruːsɪv/,Daily,The security cameras are designed to be unobtrusive.,防犯カメラは目立たないように設計されています。
abhor,C2,ひどく嫌う、忌み嫌う,/æˈbhɔr/,General,I abhor violence of any kind.,私はあらゆる種類の暴力をひどく嫌う。
aghast,C2,愕然として,/əˈɡæst/,General,She was aghast at the news.,彼女はその知らせに愕然としました。
autonomously,C2,自律的に,/ˌɔˈtɑnoʊməsli/,General,The robot is designed to move autonomously.,そのロボットは自律的に動くように設計されている。
contemptuous,C2,軽蔑的な,/kəˈntɛmptʃuəs/,General,He spoke in a contemptuous tone.,彼は軽蔑的な口調で話した。
inexorably,C2,容赦なく,/ɪˈnɛksərəbli/,Science,The disease spread inexorably throughout the body.,病気は容赦なく全身に広がっていった。
engender,C2,生み出す,/ɛˈndʒɛndər/,General,The debate engendered strong feelings on both sides.,その討論は双方に強い感情を生み出した。
stoicism,C2,禁欲主義,/ˈstoʊəˌsɪzəm/,General,He faced the challenge with stoicism.,彼は禁欲主義でその課題に立ち向かった。
resuscitate,C2,蘇生させる,/rɪˈsʌsɪˌteɪt/,Science,The paramedics were able to resuscitate the patient.,救急隊員は患者を蘇生させることができた。
smattering,C2,少しの知識,/ˈsmætərɪŋ/,Academic,He has a smattering of knowledge about the topic.,彼はそのトピックについて少しの知識を持っている。
antithetical,C2,正反対の、対立的な,/ˌæntəˈθɛtɪkəl/,General,Their political views are antithetical.,彼らの政治的見解は正反対である。
denunciation,C2,非難,/dɪˌnʌnsiˈeɪʃən/,General,The leader issued a denunciation of the attack.,指導者は攻撃に対する非難を発表しました。
indiscretion,C2,軽率な行為、分別を欠いた行為,/ˌɪndɪˈskrɛʃən/,General,His indiscretion caused problems for the company.,彼の軽率な行為は会社に問題を引き起こした。
physiologically,C2,生理学的に,/ˌfɪziəˈlɑdʒɪkli/,Daily,The drug affects the body physiologically.,その薬は生理学的に体に影響を与える。
laud,C2,称賛する、褒め称える,/ˈlɔd/,Culture,The critics lauded his performance in the film.,批評家たちは、その映画での彼の演技を称賛した。
remorseful,C2,後悔している,/rɪˈmɔrsfəl/,General,He was remorseful for his actions.,彼は自分の行動を後悔していた。
unencumbered,C2,妨げのない,/ˌʌnɛˈnkʌmbərd/,Business,He was finally unencumbered by debt.,彼は、ついに借金に妨げられることがなくなった。
artifice,C2,策略、ごまかし,/ˈɑːrtəfɪs/,Daily,"His smile was an artifice, hiding his true feelings.",彼の笑顔は、彼の本当の感情を隠すための策略だった。
disparage,C2,見下す,/dɪˈspɛrɪdʒ/,General,He often disparaged his colleagues' efforts.,彼はしばしば同僚の努力を見下した。
drudgery,C2,単調な仕事,/ˈdrʌdʒəri/,Business,He is tired of the drudgery of his job.,彼は自分の仕事の単調な仕事にうんざりしている。
feign,C2,ふりをする,/ˈfeɪn/,General,He tried to feign surprise.,彼は驚いたふりをしようとした。
melodious,C2,旋律的な,/məˈloʊdiəs/,Nature,The bird's song was melodious and sweet.,鳥の歌は旋律的で甘美だった。
philistine,C2,教養のない人、俗物,/ˈfɪləˌstiːn/,Culture,He is such a philistine when it comes to art.,彼は芸術に関しては全くの俗物だ。
inexorable,C2,冷酷な,/ˌɪˈnɛksərəbəl/,Daily,The inexorable march of time cannot be stopped.,時の冷酷な行進は止めることができない。
moribund,C2,瀕死の、死にかけている,/ˈmɔrəbənd/,Business,The business was in a moribund state.,その事業は瀕死の状態だった。
concurrence,C2,一致,/kənkˈɜːrəns/,General,The plan needs the concurrence of all the board members.,その計画にはすべての取締役の同意が必要だ。
inscrutable,C2,不可解な,/ɪˈnskruːtəbəl/,General,His expression was inscrutable.,彼の表情は不可解だった。
postural,C2,姿勢の,/postural/,General,Poor postural habits can lead to back pain.,悪い姿勢の習慣は腰痛につながる可能性がある。
puritanical,C2,ピューリタン的な,/ˌpjʊrəˈtænɪkəl/,Culture,His puritanical views on art and culture were often met with criticism.,芸術と文化に対する彼のピューリタン的な見解は、しばしば批判にさらされました。
anarchic,C2,無政府状態の,/æˈnɑrkɪk/,General,The country was in an anarchic state after the coup.,クーデター後、その国は無政府状態にあった。
dissension,C2,"不和,意見の相違",/dɪˈsɛnʃən/,General,There was a lot of dissension within the committee over the proposal.,委員会内では、その提案について多くの意見の相違があった。
outmoded,C2,時代遅れの,/ˌaʊˈtmoʊdəd/,General,The technology was outmoded and needed to be replaced.,その技術は時代遅れで交換する必要があった。
haphazardly,C2,手当たり次第に,/ˈhæfəzərdli/,Daily,The clothes were scattered haphazardly on the floor.,服は床に手当たり次第に散らばっていました。
impresario,C2,興行主,/ˌɪmprɪˈsɑriˌoʊ/,Culture,The impresario organized the concert tour.,興行主がコンサートツアーを企画した。
incipient,C2,初期の,/ɪˈnsɪpiənt/,Science,The disease is in its incipient stage.,その病気は初期段階にある。
rhetorically,C2,修辞的に、誇張して,/rəˈtɔrɪkli/,Academic,"He asked the question rhetorically, not expecting an answer.",彼は答えを期待してではなく、修辞的に質問をした。
vindicate,C2,正当性を証明する,/ˈvɪndəkeɪt/,General,The evidence vindicated him from the charges.,証拠は彼に対する告発から彼の正当性を証明した。
blubber,C2,脂肪、ぶよぶよした脂肪,/ˈblʌbər/,General,The seals have a thick layer of blubber to keep them warm.,アザラシは体を暖かく保つために厚い脂肪の層を持っている。
ephemera,C2,一時的なもの,/ephemera/,General,The ephemera of the day were quickly forgotten.,その日の一時的なものはすぐに忘れられた。
gauche,C2,不器用な,/ˈɡoʊʃ/,General,He made a gauche remark at the party.,彼はパーティーで不器用な発言をした。
inducement,C2,誘因、奨励金,/ɪndˈuːsmənt/,General,The company offered inducement to encourage early retirement.,その会社は早期退職を促すために奨励金を提供した。
snobbery,C2,気取り,/ˈsnɑbəri/,General,His snobbery was obvious.,彼の気取りは明らかだった。
sterility,C2,不妊、不毛,/stərˈɪlɪti/,General,The land suffered from prolonged sterility.,その土地は長期にわたる不毛に苦しんだ。
exude,C2,にじみ出る、発する,/ɪɡzˈuːd/,General,I exude confidence.,私は自信をにじみ出させている。
predilection,C2,偏愛,/ˌprɛdəˈlɛkʃən/,Culture,He has a predilection for classical music.,彼はクラシック音楽に偏愛を持っている。
hypothesize,C2,仮説を立てる,/haɪpˈɑːθəsˌaɪz/,Academic,Researchers hypothesize that the new species evolved from an older one.,研究者たちは、その新種がより古い種から進化したと仮説を立てている。
ostensible,C2,表向きの、見せかけの,/ɑˈstɛnsəbəl/,General,His ostensible reason for resigning was health issues.,彼の辞任の表向きの理由は健康問題だった。
wistfully,C2,物欲しそうに、もの悲しげに,/ˈwɪstfəli/,Daily,She gazed wistfully at the picture of her childhood home.,彼女は子供の頃の家の写真を物欲しそうに見つめた。
unfeasible,C2,実行不可能な,/əˈnfiːzəbəl/,General,The plan was deemed unfeasible due to high costs.,その計画は高コストのため実行不可能と見なされた。
confection,C2,菓子,/kəˈnfɛkʃən/,General,She baked a delicious confection for the party.,彼女はパーティーのために美味しい菓子を焼いた。
delicatessen,C2,デリカテッセン,/ˌdɛlɪkəˈtɛsən/,General,I bought a sandwich at the delicatessen.,私はデリカテッセンでサンドイッチを買った。
ordain,C2,任命する,/ɔˈrdeɪn/,General,He was ordained as a priest last year.,彼は昨年、司祭に任命された。
protrusion,C2,突出,/protrusion/,General,The bone had a sharp protrusion that caused discomfort.,骨には不快感を引き起こす鋭い突出部があった。
adornment,C2,装飾品、飾り,/ədˈɔːrnmənt/,Daily,The room was filled with beautiful adornment.,部屋は美しい装飾品で満たされていた。
distill,C2,蒸留する、抽出する、要約する,/dɪstˈɪl/,General,The essence of the argument distill down to a single point.,議論の本質は一つの点に要約される。
ponderous,C2,重々しい,/ˈpɑndərəs/,General,The book was a ponderous read.,その本は重々しい読み物だった。
relegate,C2,格下げする,/ˈrɛləˌɡeɪt/,General,They relegated the player to the minor league.,彼らはその選手をマイナーリーグに格下げした。
flit,C2,ひらめく,/ˈflɪt/,Nature,Butterflies flit from flower to flower.,蝶は花から花へとひらめく。
idiomatic,C2,慣用的な,/ˌɪdiəˈmætɪk/,General,The expression is an idiomatic phrase specific to the region.,その表現は、その地域特有の慣用句である。
recumbent,C2,横たわっている,/recumbent/,General,He was recumbent on the couch.,彼はカウチに横たわっていた。
revelatory,C2,啓示的な,/rɪˈvɛləˌtɔri/,General,The dream had a revelatory message.,その夢には啓示的なメッセージがあった。
happenstance,C2,偶然,/hˈæpənstˌæns/,General,It was just a happenstance that they met there.,彼らがそこで出会ったのは、ただの偶然だった。
calamitous,C2,悲惨な,/kəˈlæmətəs/,General,The earthquake caused calamitous damage to the city.,その地震は都市に悲惨な被害をもたらした。
cloistered,C2,隠遁した,/ˈklɔɪstərd/,General,The monks led a cloistered life.,修道士たちは隠遁した生活を送った。
ecotourism,C2,エコツーリズム,/ecotourism/,General,Ecotourism promotes conservation of the environment.,エコツーリズムは環境保護を促進する。
infallibility,C2,"誤りがないこと,絶対確実性",/ɪˌnfælɪˈbɪlɪti/,General,The pope is believed by some to possess infallibility in matters of doctrine.,教義の問題において、教皇は誤りがないと信じている人もいる。
rapturous,C2,有頂天の,/ˈræptʃərəs/,General,The crowd gave a rapturous applause after the performance.,観客は、公演後に有頂天の拍手を送った。
truism,C2,自明の理,/trˈuːɪzəm/,General,It is a truism that everyone needs water.,誰もが水を必要とするというのは自明の理だ。
wheeze,C2,ゼーゼーする,/wˈiːz/,General,He started to wheeze after running.,彼は走った後ゼーゼーし始めた。
loiter,C2,ぶらつく,/ˈlɔɪtər/,General,Teenagers often loiter around the shopping mall.,10代の若者たちはよくショッピングモールの周りをぶらついている。
flighty,C2,気まぐれな,/ˈflaɪti/,General,She's a flighty person; she changes her mind often.,彼女は気まぐれな人で、よく気が変わる。
glitzy,C2,"きらびやかな,派手な",/ˈɡlɪtsi/,Daily,The party was full of glitzy decorations and celebrities.,そのパーティーは、きらびやかな装飾と有名人でいっぱいだった。
hauntingly,C2,忘れがたく,/ˈhɔntɪŋli/,Culture,The music was hauntingly beautiful.,その音楽は忘れがたく美しかった。
taciturn,C2,無口な,/ˈtæsɪˌtɜːrn/,General,He is a very taciturn person.,彼は非常に無口な人だ。
derisive,C2,あざける、嘲笑的な,/dərˈɪsɪv/,General,The audience gave derisive laughter.,聴衆はあざけるような笑い声をあげた。
domesticity,C2,家庭生活,/ˌdoʊˌmɛˈstɪsəti/,Daily,She longed for domesticity and a quiet life.,彼女は家庭生活と静かな生活を切望していた。
prissy,C2,几帳面な,/ˈprɪsi/,General,She is a very prissy person who always keeps things perfect.,彼女は常に完璧を求める非常に几帳面な人だ。
syllabic,C2,音節の,/səˈlæbɪk/,General,The word has two syllabic parts.,その単語は2つの音節部分を持っている。
timidity,C2,臆病、内気,/təˈmɪdəti/,General,His timidity prevented him from speaking up.,彼の臆病さが彼に発言することを妨げた。
neophyte,C2,新参者,/ˈniːəˌfaɪt/,General,He's a neophyte in the world of programming.,彼はプログラミングの世界では新参者だ。
bauble,C2,装飾品,/bˈɔːbəl/,Business,She bought some bauble at the market.,私は市場でいくつかの装飾品を買った。
derisively,C2,嘲笑的に,/dərˈɪsɪvli/,General,He laughed derisively at the suggestion.,彼はその提案を嘲笑的に笑った。
edification,C2,啓発,/ˌɛdəfəˈkeɪʃən/,Academic,The lecture was aimed at the edification of the audience.,その講演は聴衆の啓発を目的としていた。
histrionic,C2,大げさな,/ˌhɪstriˈɑnɪk/,General,Her reaction was histrionic and over the top.,彼女の反応は大げさでやりすぎた。
rumination,C2,熟考,/rˌuːmɪnˈeɪʃən/,General,He spent hours in rumination.,私は何時間も熟考していた。
indolent,C2,緩慢な,/ˈɪndələnt/,General,The tumor was indolent and grew very slowly.,その腫瘍は緩慢で、非常にゆっくりと成長した。
ingratiate,C2,取り入る,/ɪŋˈɡreɪʃiˌeɪt/,General,He tried to ingratiate himself with his colleagues.,彼は、同僚に取り入ろうとした。
wordsmith,C2,言葉の達人,/ˈwɜːrˌdsmɪθ/,General,"He is a true wordsmith, crafting beautiful and evocative phrases.",彼は真の言葉の達人であり、美しく感動的なフレーズを作り上げます。
perversity,C2,つむじ曲がり,/pərˈvɜːrsəti/,General,She has a streak of perversity.,彼女はつむじ曲がりの一面を持っている。
magnanimity,C2,寛大さ,/magnanimity/,General,His magnanimity toward his enemies was impressive.,彼の敵に対する寛大さは印象的だった。
capacious,C2,広々とした,/kəˈpeɪʃəs/,General,The suitcase was quite capacious.,そのスーツケースはかなり広々としていた。
incongruity,C2,不調和,/ˌɪŋkɔŋˈruːɪti/,General,The incongruity between his words and actions was glaring.,彼の言葉と行動の間の不調和は、目に余るものだった。
analyser,C2,分析装置,/analyser/,Academic,The lab uses an analyser to test samples.,その研究所はサンプルをテストするために分析装置を使用している。
asymmetrically,C2,非対称的に,/ˌeɪsəˈmɛtrɪkəlli/,General,The cells were divided asymmetrically.,細胞は非対称的に分裂した。
autoimmunity,C2,自己免疫,/autoimmunity/,Daily,Autoimmunity is a condition where the body attacks its own tissues.,自己免疫とは、体が自身の組織を攻撃する状態である。
babysat,C2,子守をした,/ˈbeɪbiˌsæt/,Daily,She babysat her neighbor's children last night.,彼女は昨夜、隣の子供たちの面倒を見た。
beneficent,C2,慈悲深い,/ˌbɛnəˈfɪʃənt/,General,The beneficent queen donated to many charities.,その慈悲深い女王は多くの慈善団体に寄付をした。
bullfight,C2,闘牛,/ˈbʊˌlfaɪt/,General,The bullfight is a popular event in Spain.,闘牛はスペインで人気のあるイベントだ。
cajole,C2,おだてる,/kəˈdʒoʊl/,General,She tried to cajole him into doing her homework.,彼女は彼をそそのかして宿題をやらせようとしました。
churlish,C2,無愛想な,/ˈtʃɜːrlɪʃ/,General,His churlish behavior was not appreciated.,彼の無愛想な態度は評価されなかった。
coauthored,C2,共著した,/ˈkoʊˈɑθərd/,General,She coauthored the book with her colleague.,彼女は同僚とその本を共著した。
coexisted,C2,共存した,/ˌkoʊəˈɡzɪstəd/,General,Different cultures coexisted peacefully in the city.,異なる文化が都市で平和に共存しました。
colloid,C2,コロイド,/kˈɑːlɔɪd/,General,colloid are mixtures in which small particles are suspended.,コロイドは小さな粒子が懸濁している混合物です。
compunction,C2,良心の呵責,/kəˈmpʌŋkʃən/,General,He felt no compunction about lying to her.,彼は彼女に嘘をつくことについて何の良心の呵責も感じなかった。
cwd,C2,慢性消耗病,/cwd/,Science,"CWD, or chronic wasting disease, affects deer and elk.",CWD、または慢性消耗病は、鹿やヘラジカに影響を与える。
degenerating,C2,悪化する,/dɪˈdʒɛnərˌeɪtɪŋ/,General,His health was degenerating rapidly.,彼の健康状態は急速に悪化していた。
dewatering,C2,排水,/dewatering/,General,The dewatering process is crucial.,排水プロセスは非常に重要だ。
diarist,C2,日記作家,/diarist/,Daily,The diarist recorded every day of his trip in detail.,その日記作家は、旅行の毎日を詳細に記録した。
dysregulation,C2,機能不全、調節異常,/dysregulation/,Science,Dysregulation of the immune system can cause autoimmune disease.,免疫系の機能不全は自己免疫疾患を引き起こす可能性があります。
earthling,C2,地球人,/ˈɜːrθlɪŋ/,Nature,"Welcome, earthling, to our planet.",地球人の皆さん、私たちの惑星へようこそ。
electrocardiogram,C2,心電図,/ɪlˌektroʊkˈɑːrdiːəɡrˌæm/,General,electrocardiogram are used to monitor heart activity.,心電図は心臓の活動を監視するために使用される。
epigraph,C2,碑文,/epigraph/,General,The book started with an epigraph from a famous poet.,その本は、有名な詩人の碑文から始まった。
epitope,C2,エピトープ,/ˈɛpɪˌtoʊp/,General,The antibody binds to a specific epitope.,抗体は特定のエピトープに結合する。
euphemistically,C2,婉曲的に,/ˌjuːfəˈmɪstɪkli/,General,He euphemistically referred to the firing as a 'restructuring'.,彼は解雇を婉曲的に「リストラ」と呼んだ。
fluoxetine,C2,フルオキセチン,/fluoxetine/,General,Fluoxetine is an antidepressant.,フルオキセチンは抗うつ剤だ。
hydrocortisone,C2,ヒドロコルチゾン,/hydrocortisone/,Science,The doctor prescribed hydrocortisone cream for his rash.,医師は彼の発疹のためにヒドロコルチゾンクリームを処方した。
immunosuppression,C2,免疫抑制,/immunosuppression/,General,Immunosuppression can increase susceptibility to infections.,免疫抑制は感染症への感受性を高める可能性がある。
innervation,C2,神経支配、神経分布,/innervation/,General,The muscles have a complex innervation.,筋肉には複雑な神経支配がある。
intraoperative,C2,術中の,/intraoperative/,Science,Intraoperative monitoring is vital during surgery.,手術中の術中モニタリングは非常に重要です。
locomotor,C2,運動の,/ˌloʊkəˈmoʊtər/,General,The locomotor system allows us to move.,運動器系は私たちが動くことを可能にする。
lopped,C2,切り落とされた,/ˈlɑpt/,Nature,The branches were lopped from the tree.,枝は木から切り落とされた。
lowbrow,C2,低俗な,/lowbrow/,General,The comedian was known for his lowbrow humor.,そのコメディアンは低俗なユーモアで知られていた。
membranous,C2,膜状の,/ˈmɛmbrənəs/,Science,The membranous structure surrounds the cell.,その膜状の構造は細胞を取り囲んでいる。
mesenteric,C2,腸間膜の,/ˌmɛsəˈntɛrɪk/,General,The mesenteric artery supplies blood to the intestines.,腸間膜動脈は腸に血液を供給する。
mesoderm,C2,中胚葉,/mesoderm/,General,The mesoderm gives rise to muscles and bones.,中胚葉は筋肉と骨を形成する。
myopathy,C2,ミオパチー,/myopathy/,Science,The patient was diagnosed with myopathy after experiencing muscle weakness.,患者は筋力低下を経験した後、ミオパチーと診断された。
neatness,C2,きちんとさ,/ˈniːtnəs/,General,Her neatness makes her desk a pleasant place to work.,彼女のきちんとさが、彼女の机を気持ちの良い仕事場にしている。
nosh,C2,軽食,/nosh/,General,Let's have a quick nosh before we go.,行く前に手早く軽食をとりましょう。
oleic,C2,オレイン酸,/oleic/,General,Oleic acid is a type of unsaturated fatty acid.,オレイン酸は不飽和脂肪酸の一種である。
oscillatory,C2,振動的な,/ˈɑsələˌtɔri/,General,The system exhibits oscillatory behavior.,そのシステムは振動的な挙動を示す。
overcompensate,C2,過剰に補う,/overcompensate/,General,He tends to overcompensate for his shyness by being overly loud.,彼は内気さを補うために、大声で話しがちである。
patroness,C2,後援者,/ˈpeɪtrənəs/,General,The arts organization has a generous patroness.,その芸術団体には寛大な後援者がいます。
phospholipid,C2,リン脂質,/phospholipids/,Science,phospholipid are major components of cell membranes.,リン脂質は細胞膜の主要な構成要素である。
pleat,C2,プリーツ,/plˈiːt/,General,Her skirt had several pleat.,彼女のスカートにはいくつかのプリーツがあった。
postmodernist,C2,ポストモダニスト,/postmodernist/,General,The artist's style was clearly postmodernist.,そのアーティストのスタイルは明らかにポストモダニストだった。
presage,C2,前兆,/ˈprɛsɪdʒ/,General,The dark clouds were a presage of the storm.,暗い雲は嵐の前兆だった。
puzzlement,C2,当惑、困惑,/ˈpʌzəlmənt/,General,Her expression showed her puzzlement.,彼女の表情は彼女の当惑を示していた。
rectus,C2,直筋,/rectus/,General,The rectus femoris is a muscle in the thigh.,大腿直筋は大腿部の筋肉である。
reevaluated,C2,再評価された,/riɪˈvæljuˌeɪtɪd/,General,The strategy was reevaluated after the failure.,その戦略は失敗後に再評価された。
rehashing,C2,蒸し返し、焼き直し,/riˈhæʃɪŋ/,General,They were tired of rehashing the same old arguments.,彼らは同じ古い議論を蒸し返すのにうんざりしていた。
repressor,C2,抑制因子,/repressors/,General,repressor play a crucial role in gene regulation.,抑制因子は、遺伝子調節において重要な役割を果たす。
resorption,C2,再吸収,/resorption/,General,Bone resorption is the process by which bone tissue is broken down.,骨再吸収は、骨組織が分解されるプロセスです。
retested,C2,再テストされた,/riˈtɛstɪd/,General,The experiment was retested to confirm the results.,結果を確認するために実験を再テストしました。
