row_id,word,orig_CEFR,new_CEFR,orig_JP,new_JP,orig_IPA,new_IPA,orig_Ex,new_Ex,orig_Ex_JP,new_Ex_JP,reasons
20941,anesthesiologist,C1,C1,麻酔科医,麻酔科医,/ˌænəˌsθiːziˈɑlədʒəsts/,/ˌænəsθˌiːziːˈɑːlədʒəst/,The anesthesiologists monitored the patient closely during surgery.,The anesthesiologist monitored the patient closely during surgery.,麻酔科医は、手術中に患者を注意深く監視した。,麻酔科医は、手術中に患者を注意深く監視した。,屈折IPAの原形化 / 例文の原形主語整合化
20954,cognate,C1,C1,同族語,同族語,/cognates/,/cognates/,"The two words are cognates, sharing a common origin.","The two words are cognate, sharing a common origin.",2つの単語は同族語で、共通の起源を持つ。,2つの単語は同族語で、共通の起源を持つ。,例文の原形主語整合化
20955,contaminant,C1,C1,汚染物質,汚染物質,/kəˈntæmənənt/,/kəˈntæmənənt/,The water was tested for contaminants.,The water was tested for contaminant.,その水は汚染物質の検査を受けた。,その水は汚染物質の検査を受けた。,例文の原形主語整合化
20958,counterclockwise,C1,C1,反時計回りの,反時計回りの,/ˌkaʊntərˈklɔkwaɪz/,/kˌaʊntɚklˈɔːkwaɪz/,The hands on the clock move counterclockwise.,The hands on the clock move counterclockwise.,時計の針は反時計回りに動きます。,時計の針は反時計回りに動きます。,屈折IPAの原形化
20959,crevice,C1,C1,割れ目,割れ目,/ˈkrɛvəsɪz/,/krˈevəs/,The ants were crawling through the crevices in the wall.,The ants were crawling through the crevice in the wall.,アリが壁の割れ目を這っていた。,アリが壁の割れ目を這っていた。,屈折IPAの原形化 / 例文の原形主語整合化
20961,defector,C1,C1,亡命者,亡命者,/dɪˈfɛktərz/,/dɪfˈektɚ/,The government labeled them as defectors.,The government labeled them as defector.,政府は彼らを亡命者と呼んだ。,政府は彼らを亡命者と呼んだ。,屈折IPAの原形化 / 例文の原形主語整合化
20978,gloat,C1,C1,ほくそ笑む,ほくそ笑む,/ˈɡloʊts/,/ɡlˈoʊt/,He gloats over his victory.,I gloat over his victory.,彼は自分の勝利をほくそ笑んでいます。,私は自分の勝利をほくそ笑んでいます。,屈折IPAの原形化 / 例文の原形主語整合化
20981,handcuff,C1,C1,手錠,手錠,/ˈhæˌndkʌfs/,/hˈændkˌʌf/,The police put handcuffs on the suspect.,The police put handcuff on the suspect.,警察は容疑者に手錠をかけた。,警察は容疑者に手錠をかけた。,屈折IPAの原形化 / 例文の原形主語整合化
20985,histogram,C1,C1,ヒストグラム,ヒストグラム,/ˈhɪstəˌɡræmz/,/hˈɪstəɡrˌæm/,Histograms are used to visualize the distribution of data.,histogram are used to visualize the distribution of data.,ヒストグラムは、データの分布を視覚化するために使用されます。,ヒストグラムは、データの分布を視覚化するために使用されます。,屈折IPAの原形化 / 例文の原形主語整合化
20991,irrelevance,C1,C1,無関係、見当違い,無関係、見当違い,/ɪˈrɛləvəns/,/ɪrˈeləvəns/,His comment had no relevance to the discussion.,His comment had no relevance to the discussion.,彼のコメントは議論とは無関係だった。,彼のコメントは議論とは無関係だった。,屈折IPAの原形化
21012,reappearance,C1,C1,再出現,再出現,/ˌriːəˈpɪrəns/,/rˌiːəpˈɪrəns/,Her disappearance and reappearance was a mystery.,Her disappearance and reappearance was a mystery.,彼女の失踪と再出現は謎だった。,彼女の失踪と再出現は謎だった。,屈折IPAの原形化
21033,sterilize,C1,C1,殺菌する,殺菌する,/ˈstɛrəˌlaɪz/,/stˈerəlˌaɪz/,The instruments were sterilized before the surgery.,The instruments were sterilized before the surgery.,器具は手術の前に殺菌された。,器具は手術の前に殺菌された。,屈折IPAの原形化
21055,antler,C1,C1,枝角,枝角,/ˈæntlər/,/ˈæntlər/,The deer had impressive antlers.,The deer had impressive antler.,その鹿は印象的な枝角を持っていた。,その鹿は印象的な枝角を持っていた。,例文の原形主語整合化
21061,bookmaker,C1,C1,ブックメーカー,ブックメーカー,/ˈbʊkmeɪkərz/,/bˈʊkmeɪkɚ/,Bookmakers offer odds on sporting events.,bookmaker offer odds on sporting events.,ブックメーカーはスポーツイベントのオッズを提供する。,ブックメーカーはスポーツイベントのオッズを提供する。,屈折IPAの原形化 / 例文の原形主語整合化
21062,buzzword,C1,C1,バズワード,バズワード,/ˈbʌzwərdz/,/bˈʌzwɚd/,The presentation was full of empty buzzwords.,The presentation was full of empty buzzword.,プレゼンテーションは空虚なバズワードでいっぱいだった。,プレゼンテーションは空虚なバズワードでいっぱいだった。,屈折IPAの原形化 / 例文の原形主語整合化
21076,demonize,C1,C1,悪魔化する、中傷する,悪魔化する、中傷する,/ˈdiːməˌnaɪz/,/dˈiːmənˌaɪz/,They try to demonize anyone who disagrees with them.,They try to demonize anyone who disagrees with them.,彼らは自分たちに反対する人を誰でも悪魔化しようとする。,彼らは自分たちに反対する人を誰でも悪魔化しようとする。,屈折IPAの原形化
21079,diuretic,C1,C1,利尿剤,利尿剤,/ˌdaɪuˈrɛtɪks/,/dˌaɪuːrˈetɪk/,Diuretics are used to reduce fluid buildup in the body.,diuretic are used to reduce fluid buildup in the body.,利尿剤は体内の体液の蓄積を減らすために使用される。,利尿剤は体内の体液の蓄積を減らすために使用される。,屈折IPAの原形化 / 例文の原形主語整合化
21083,dwindle,C1,C1,減少する,減少する,/ˈdwɪndəlz/,/dwˈɪndəl/,The number of bees dwindles every year.,The number of bees dwindle every year.,ミツバチの数は毎年減少している。,ミツバチの数は毎年減少している。,屈折IPAの原形化 / 例文の原形主語整合化
21084,effector,C1,C1,エフェクター,エフェクター,/effectors/,/effectors/,The immune system has various effectors.,The immune system has various effector.,免疫系には様々なエフェクターがある。,免疫系には様々なエフェクターがある。,例文の原形主語整合化
21085,encircle,C1,C1,囲む,囲む,/ɛˈnsɜːrkəl/,/ɛˈnsɜːrkəl/,The fence encircles the garden.,The fence encircle the garden.,フェンスが庭を囲んでいる。,フェンスが庭を囲んでいる。,例文の原形主語整合化
21093,fertilize,C1,C1,受精させる、肥沃にする,受精させる、肥沃にする,/ˈfɜːrtəˌlaɪz/,/fˈɜːrtəlˌaɪz/,The bee fertilize the flower.,The bee fertilize the flower.,ミツバチが花を受精させる。,ミツバチが花を受精させる。,屈折IPAの原形化
21097,gizmo,C1,C1,ちょっとした道具、ガジェット,ちょっとした道具、ガジェット,/ˈɡɪˌzmoʊ/,/ˈɡɪˌzmoʊ/,He has all sorts of gizmos in his toolbox.,He has all sorts of gizmo in his toolbox.,彼は道具箱にあらゆる種類のガジェットを持っている。,私は道具箱にあらゆる種類のガジェットを持っている。,例文の原形主語整合化
21098,glycine,C1,C1,グリシン,グリシン,/ˈɡlaɪˌsiːnz/,/ɡlˈaɪsˌiːn/,Glycines are the simplest amino acids.,glycine are the simplest amino acids.,グリシンは最も単純なアミノ酸です。,グリシンは最も単純なアミノ酸です。,屈折IPAの原形化 / 例文の原形主語整合化
21099,grimace,C1,C1,しかめ面,しかめ面,/ˈɡrɪməs/,/ɡrˈɪməs/,He made a grimace when he tasted the bitter medicine.,He made a grimace when he tasted the bitter medicine.,彼は苦い薬を味わったとき、しかめ面をした。,彼は苦い薬を味わったとき、しかめ面をした。,屈折IPAの原形化
21138,pittance,C1,C1,わずかな金額,わずかな金額,/ˈpɪtəns/,/pˈɪtəns/,They received only a pittance for their hard work.,They received only a pittance for their hard work.,彼らは大変な労働の対価としてわずかな金額しか受け取らなかった。,彼らは大変な労働の対価としてわずかな金額しか受け取らなかった。,屈折IPAの原形化
21144,registrant,C1,C1,登録者,登録者,/ˈrɛdʒəstrənts/,/rˈedʒəstrənt/,The number of registrants was higher than expected.,The number of registrant was higher than expected.,登録者の数は予想よりも多かった。,登録者の数は予想よりも多かった。,屈折IPAの原形化 / 例文の原形主語整合化
21154,statuette,C1,C1,小像,小像,/ˌstætʃuˈɛts/,/stˌætʃuːˈet/,The shelf was decorated with small statuettes.,The shelf was decorated with small statuette.,棚は小さな小像で飾られていた。,棚は小さな小像で飾られていた。,屈折IPAの原形化 / 例文の原形主語整合化
21163,wince,C1,C1,顔をしかめる,顔をしかめる,/ˈwɪns/,/wˈɪns/,He winced at the sudden noise.,He winced at the sudden noise.,彼は突然の騒音に顔をしかめた。,彼は突然の騒音に顔をしかめた。,屈折IPAの原形化
21168,adherent,C1,C1,支持者,支持者,/æˈdhɪrənts/,/ədhˈɪrənt/,The party has many adherents in the country.,The party has many adherent in the country.,その党は国内に多くの支持者がいます。,その党は国内に多くの支持者がいます。,屈折IPAの原形化 / 例文の原形主語整合化
21171,antecedent,C1,C1,前例,前例,/ˌæntɪˈsiːdənts/,/ˌæntˈesədənt/,The plan has several successful antecedents.,The plan has several successful antecedent.,その計画にはいくつかの成功した前例がある。,その計画にはいくつかの成功した前例がある。,屈折IPAの原形化 / 例文の原形主語整合化
21173,aphrodisiac,C1,C1,媚薬,媚薬,/ˌæfroʊˈdiːziæk/,/ˌæfroʊˈdiːziæk/,Some foods are considered to be aphrodisiacs.,Some foods are considered to be aphrodisiac.,いくつかの食品は媚薬とみなされている。,いくつかの食品は媚薬とみなされている。,例文の原形主語整合化
21191,decry,C1,C1,非難する,非難する,/dɪˈkraɪz/,/dɪkrˈaɪ/,The organization decries the use of child labor.,The organization decries the use of child labor.,その組織は児童労働の使用を非難している。,その組織は児童労働の使用を非難している。,屈折IPAの原形化
21214,louse,C1,C1,シラミ,シラミ,/ˈlaʊs/,/lˈaʊs/,He found a louse in his hair.,He found a louse in his hair.,彼は髪にシラミを見つけた。,彼は髪にシラミを見つけた。,屈折IPAの原形化
21218,malfeasance,C1,C1,不正行為,不正行為,/ˌmæˈlfiːzəns/,/mˌælfˈiːzəns/,The investigation revealed evidence of malfeasance within the department.,The investigation revealed evidence of malfeasance within the department.,調査により、部門内での不正行為の証拠が明らかになりました。,調査により、部門内での不正行為の証拠が明らかになりました。,屈折IPAの原形化
21223,misstep,C1,C1,失策、過ち,失策、過ち,/mɪˈsstɛps/,/mɪsstˈep/,The company made a few missteps in the marketing campaign.,The company made a few misstep in the marketing campaign.,その会社はマーケティングキャンペーンでいくつかの失策を犯した。,その会社はマーケティングキャンペーンでいくつかの失策を犯した。,屈折IPAの原形化 / 例文の原形主語整合化
21234,phosphatase,C1,C1,ホスファターゼ,ホスファターゼ,/phosphatases/,/phosphatases/,Phosphatases remove phosphate groups from proteins.,phosphatase remove phosphate groups from proteins.,ホスファターゼはタンパク質からリン酸基を除去する。,ホスファターゼはタンパク質からリン酸基を除去する。,例文の原形主語整合化
21235,polypeptide,C1,C1,ポリペプチド,ポリペプチド,/polypeptides/,/polypeptides/,Polypeptides are made of amino acids.,polypeptide are made of amino acids.,ポリペプチドはアミノ酸で構成されている。,ポリペプチドはアミノ酸で構成されている。,例文の原形主語整合化
21236,postulate,C1,C1,仮定する,仮定する,/ˈpɑstʃəˌleɪts/,/pˈɑːstʃəlˌeɪt/,The theory postulates that the universe is constantly expanding.,The theory postulate that the universe is constantly expanding.,その理論は、宇宙は絶えず膨張していると仮定している。,その理論は、宇宙は絶えず膨張していると仮定している。,屈折IPAの原形化 / 例文の原形主語整合化
21249,reticence,C1,C1,無口,無口,/ˈrɛtɪsəns/,/rˈetɪsəns/,His reticence made it difficult to know what he was thinking.,His reticence made it difficult to know what he was thinking.,彼の無口さは、彼が何を考えているのかを知るのを難しくした。,彼の無口さは、彼が何を考えているのかを知るのを難しくした。,屈折IPAの原形化
21265,virulence,C1,C1,毒性、病原性,毒性、病原性,/ˈvɪrələns/,/vˈɪrələns/,The virulence of the virus made it very dangerous.,The virulence of the virus made it very dangerous.,そのウイルスの毒性が非常に危険なものにした。,そのウイルスの毒性が非常に危険なものにした。,屈折IPAの原形化
21272,anyplace,C1,C1,どこでも,どこでも,/ˈɛniˌpleɪs/,/ˈeniːplˌeɪs/,I can go anyplace I want.,I can go anyplace I want.,行きたい場所にどこでも行けます。,行きたい場所にどこでも行けます。,屈折IPAの原形化
21276,bleacher,C1,C1,観覧席,観覧席,/ˈbliːtʃərz/,/blˈiːtʃɚ/,The fans sat in the bleachers to watch the game.,The fans sat in the bleacher to watch the game.,ファンは試合を見るために観覧席に座った。,ファンは試合を見るために観覧席に座った。,屈折IPAの原形化 / 例文の原形主語整合化
21285,conifer,C1,C1,針葉樹,針葉樹,/ˈkɑnəfərz/,/kˈɑːnəfɚ/,Conifers are often used in landscaping.,conifer are often used in landscaping.,針葉樹はよく造園に使われる。,針葉樹はよく造園に使われる。,屈折IPAの原形化 / 例文の原形主語整合化
21291,cymbal,C1,C1,シンバル,シンバル,/ˈsɪmbəlz/,/sˈɪmbəl/,The drummer crashed the cymbals to end the song.,The drummer crashed the cymbal to end the song.,ドラマーは曲の終わりにシンバルを打ち鳴らした。,ドラマーは曲の終わりにシンバルを打ち鳴らした。,屈折IPAの原形化 / 例文の原形主語整合化
21294,douse,C1,C1,水をかける、消す,水をかける、消す,/ˈdaʊs/,/dˈaʊs/,He doused the fire with a bucket of water.,He doused the fire with a bucket of water.,彼はバケツ一杯の水で火を消した。,彼はバケツ一杯の水で火を消した。,屈折IPAの原形化
21314,grownup,C1,C1,大人,大人,/ˈɡroʊˌnʌps/,/ɡrˈoʊnˌʌp/,The movie was not suitable for grownups.,The movie was not suitable for grownup.,その映画は大人の鑑賞には適していなかった。,その映画は大人の鑑賞には適していなかった。,屈折IPAの原形化 / 例文の原形主語整合化
21327,millisecond,C1,C1,ミリ秒,ミリ秒,/ˈmɪlɪˌsɛkəndz/,/mˈɪlɪsˌekənd/,The computer responded in milliseconds.,The computer responded in millisecond.,コンピュータはミリ秒単位で応答しました。,コンピュータはミリ秒単位で応答しました。,屈折IPAの原形化 / 例文の原形主語整合化
21335,peacekeeper,C1,C1,平和維持軍,平和維持軍,/ˈpiːˌskiːpərz/,/pˈiːskˌiːpɚ/,The peacekeepers were sent to the troubled region.,The peacekeeper were sent to the troubled region.,平和維持軍は紛争地域に派遣された。,平和維持軍は紛争地域に派遣された。,屈折IPAの原形化 / 例文の原形主語整合化
21336,predate,C1,C1,先行する,先行する,/ˈpriːˈdeɪts/,/priːdˈeɪt/,This building predates the other ones in the neighborhood.,This building predate the other ones in the neighborhood.,この建物は近所の他の建物よりも前からある。,この建物は近所の他の建物よりも前からある。,屈折IPAの原形化 / 例文の原形主語整合化
21337,predominate,C1,C1,優勢である、支配的である,優勢である、支配的である,/prɪˈdɑməˌneɪt/,/prɪˈdɑməˌneɪt/,The color blue predominates in the painting.,The color blue predominate in the painting.,その絵では青色が優勢である。,その絵では青色が優勢である。,例文の原形主語整合化
21345,purist,C1,C1,純粋主義者,純粋主義者,/ˈpjʊrəsts/,/pjˈʊrɪst/,The purists objected to the changes in the language.,The purist objected to the changes in the language.,純粋主義者たちは言語の変化に反対した。,純粋主義者たちは言語の変化に反対した。,屈折IPAの原形化 / 例文の原形主語整合化
21348,rescuer,C1,C1,救助隊,救助隊,/ˈrɛˌskjuːərz/,/rˈeskjˌuːɚ/,The rescuers arrived quickly.,The rescuer arrived quickly.,救助隊はすぐに到着した。,救助隊はすぐに到着した。,屈折IPAの原形化 / 例文の原形主語整合化
21361,subfamily,C1,C1,亜科,亜科,/ˈsʌˌbfæməliz/,/sˈʌbfˌæməliː/,The plant kingdom is divided into many families and subfamilies.,The plant kingdom is divided into many families and subfamilies.,植物界は多くの科と亜科に分けられる。,植物界は多くの科と亜科に分けられる。,屈折IPAの原形化
21363,sympathizer,C1,C1,同調者,同調者,/ˈsɪmpəˌθaɪzərz/,/sˈɪmpəθˌaɪzɚ/,The government cracked down on suspected sympathizers.,The government cracked down on suspected sympathizer.,政府は容疑のある同調者を取り締まった。,政府は容疑のある同調者を取り締まった。,屈折IPAの原形化 / 例文の原形主語整合化
21366,trafficker,C1,C1,密売人,密売人,/ˈtræfɪkərz/,/trˈæfɪkɚ/,The police arrested several drug traffickers.,The police arrested several drug trafficker.,警察は数人の麻薬密売人を逮捕した。,警察は数人の麻薬密売人を逮捕した。,屈折IPAの原形化 / 例文の原形主語整合化
21379,adjuvant,C1,C1,アジュバント,アジュバント,/adjuvant/,/adjuvant/,Adjuvants are used to enhance the immune response to a vaccine.,adjuvant are used to enhance the immune response to a vaccine.,アジュバントは、ワクチンへの免疫応答を高めるために使用される。,アジュバントは、ワクチンへの免疫応答を高めるために使用される。,例文の原形主語整合化
21381,aftershock,C1,C1,余震,余震,/ˈæftərˌʃɑks/,/ˈæftɚʃˌɑːk/,The city experienced several aftershocks following the earthquake.,The city experienced several aftershock following the earthquake.,地震後、都市はいくつかの余震を経験しました。,地震後、都市はいくつかの余震を経験しました。,屈折IPAの原形化 / 例文の原形主語整合化
21383,antagonize,C1,C1,反感を買う,反感を買う,/æˈntæɡəˌnaɪz/,/æntˈæɡənˌaɪz/,His comments were intended to antagonize his political opponents.,His comments were intended to antagonize his political opponents.,彼のコメントは、彼の政敵の反感を買うことを意図していた。,彼のコメントは、彼の政敵の反感を買うことを意図していた。,屈折IPAの原形化
21391,catamaran,C1,C1,カタマラン、双胴船,カタマラン、双胴船,/kəˈtæmərənz/,/kˌætəmɚˈæn/,We sailed on catamarans during our vacation.,We sailed on catamaran during our vacation.,私たちは休暇中にカタマランで航海した。,私たちは休暇中にカタマランで航海した。,屈折IPAの原形化 / 例文の原形主語整合化
21394,coauthor,C1,C1,共著者,共著者,/ˈkoʊˈɑθərz/,/kˈoʊˈɑːθɚ/,They are coauthors of the book.,They are coauthor of the book.,彼らはその本の共著者である。,彼らはその本の共著者である。,屈折IPAの原形化 / 例文の原形主語整合化
21397,criminalize,C1,C1,犯罪とする,犯罪とする,/ˈkrɪmənəˌlaɪz/,/krˈɪmənəlˌaɪz/,The government decided to criminalize certain actions.,The government decided to criminalize certain actions.,政府は特定の行為を犯罪とすることを決定した。,政府は特定の行為を犯罪とすることを決定した。,屈折IPAの原形化
21404,diatribe,C1,C1,痛烈な批判,痛烈な批判,/ˈdaɪəˌtraɪbz/,/dˈaɪətrˌaɪb/,He launched into diatribes against the government.,He launched into diatribe against the government.,彼は政府に対する痛烈な批判を始めた。,私は政府に対する痛烈な批判を始めた。,屈折IPAの原形化 / 例文の原形主語整合化
21415,flowchart,C1,C1,フローチャート,フローチャート,/ˈfloʊˌtʃɑrts/,/flˈoʊtʃˌɑːrt/,The manager drew flowcharts to show the process.,The manager drew flowchart to show the process.,管理者はプロセスを示すためにフローチャートを描きました。,管理者はプロセスを示すためにフローチャートを描きました。,屈折IPAの原形化 / 例文の原形主語整合化
21424,interrogator,C1,C1,尋問者,尋問者,/ˌɪˈntɛrəˌɡeɪtərz/,/ˌɪntˈerəɡˌeɪtɚ/,The interrogators questioned him for hours.,The interrogator questioned him for hours.,尋問者たちは彼を何時間も尋問した。,尋問者たちは彼を何時間も尋問した。,屈折IPAの原形化 / 例文の原形主語整合化
21436,occupier,C1,C1,占領者,占領者,/ˈɑkjəˌpaɪərz/,/ˈɑːkjəpˌaɪɚ/,The occupiers controlled the city.,The occupier controlled the city.,占領者たちはその都市を支配した。,占領者たちはその都市を支配した。,屈折IPAの原形化 / 例文の原形主語整合化
21444,poacher,C1,C1,密猟者,密猟者,/ˈpoʊtʃərz/,/pˈoʊtʃɚ/,The poachers were caught illegally hunting endangered animals.,The poacher were caught illegally hunting endangered animals.,密猟者は、絶滅危惧種を不法に狩猟しているところを捕らえられた。,密猟者は、絶滅危惧種を不法に狩猟しているところを捕らえられた。,屈折IPAの原形化 / 例文の原形主語整合化
21446,precept,C1,C1,教訓,教訓,/ˈpriːˌsɛpts/,/prˈiːsˌept/,The moral precepts guide our actions.,The moral precept guide our actions.,道徳的な教訓は私たちの行動を導く。,道徳的な教訓は私たちの行動を導く。,屈折IPAの原形化 / 例文の原形主語整合化
21451,prude,C1,C1,潔癖な人,潔癖な人,/ˈpruːdz/,/prˈuːd/,She accused them of being prudes.,She accused them of being prude.,彼女は彼らを潔癖症だと非難した。,私は彼らを潔癖症だと非難した。,屈折IPAの原形化 / 例文の原形主語整合化
21482,antipsychotic,C1,C1,抗精神病薬,抗精神病薬,/antipsychotic/,/antipsychotic/,Antipsychotics are used to manage symptoms of psychosis.,antipsychotic are used to manage symptoms of psychosis.,抗精神病薬は精神病の症状を管理するために使用されます。,抗精神病薬は精神病の症状を管理するために使用されます。,例文の原形主語整合化
21494,captor,C1,C1,捕虜にする人,捕虜にする人,/ˈkæptərz/,/kˈæptɚ/,The hostages were held by their captors for several weeks.,The hostages were held by their captor for several weeks.,人質は数週間、捕虜にする人々に拘束されていた。,人質は数週間、捕虜にする人々に拘束されていた。,屈折IPAの原形化 / 例文の原形主語整合化
21512,equalize,C1,C1,平等にする,平等にする,/ˈiːkwəˌlaɪz/,/ˈiːkwəlˌaɪz/,The goal of the program is to equalize educational opportunities.,The goal of the program is to equalize educational opportunities.,そのプログラムの目標は、教育の機会を平等にすることである。,そのプログラムの目標は、教育の機会を平等にすることである。,屈折IPAの原形化
21520,furrow,C1,C1,畝,畝,/ˈfɜːroʊs/,/fˈɜːroʊ/,The farmer plowed furrows in the field.,The farmer plowed furrow in the field.,農夫は畑に畝を耕した。,農夫は畑に畝を耕した。,屈折IPAの原形化 / 例文の原形主語整合化
21524,glycoprotein,C1,C1,糖タンパク質,糖タンパク質,/glycoproteins/,/glycoproteins/,Glycoproteins are important components of cell membranes.,glycoprotein are important components of cell membranes.,糖タンパク質は、細胞膜の重要な構成要素です。,糖タンパク質は、細胞膜の重要な構成要素です。,例文の原形主語整合化
21552,nematode,C1,C1,線虫,線虫,/ˈnɛməˌtoʊd/,/ˈnɛməˌtoʊd/,Nematodes are microscopic worms found in soil and water.,nematode are microscopic worms found in soil and water.,線虫は、土壌や水中に見られる微小なワームである。,線虫は、土壌や水中に見られる微小なワームである。,例文の原形主語整合化
21553,newlywed,C1,C1,新婚夫婦,新婚夫婦,/ˈnuːliˌwɛdz/,/nˈuːliːwˌed/,The newlyweds went on their honeymoon.,The newlywed went on their honeymoon.,新婚夫婦は新婚旅行に出かけた。,新婚夫婦は新婚旅行に出かけた。,屈折IPAの原形化 / 例文の原形主語整合化
21555,obligate,C1,C1,義務付ける,義務付ける,/ˈɑbləˌɡeɪt/,/ˈɑbləˌɡeɪt/,The contract obligates them to complete the project on time.,The contract obligate them to complete the project on time.,契約は彼らにプロジェクトを期限内に完了させる義務を負わせる。,契約は彼らにプロジェクトを期限内に完了させる義務を負わせる。,例文の原形主語整合化
21560,peony,C1,C1,シャクヤク,シャクヤク,/ˈpiːəniz/,/pˈiːəniː/,The garden was full of blooming peonies.,The garden was full of blooming peonies.,庭は咲き誇るシャクヤクでいっぱいだった。,庭は咲き誇るシャクヤクでいっぱいだった。,屈折IPAの原形化
21580,shortcoming,C1,C1,欠点、弱点,欠点、弱点,/ˈʃɔˌrtkʌmɪŋ/,/ˈʃɔˌrtkʌmɪŋ/,The design has several shortcomings that need to be addressed.,The design has several shortcoming that need to be addressed.,そのデザインには、対処する必要があるいくつかの欠点がある。,そのデザインには、対処する必要があるいくつかの欠点がある。,例文の原形主語整合化
21585,southerner,C1,C1,南部の人々,南部の人々,/ˈsʌðərnərz/,/sˈʌðɚnɚ/,Southerners are known for their hospitality.,southerner are known for their hospitality.,南部の人々はもてなしで知られている。,南部の人々はもてなしで知られている。,屈折IPAの原形化 / 例文の原形主語整合化
21603,americanism,C1,C1,アメリカニズム,アメリカニズム,/əˈmɛrɪkəˌnɪzəmz/,/əmˈerɪkənˌɪzəm/,Many Americanisms have become common in other English-speaking countries.,Many americanism have become common in other English-speaking countries.,多くのアメリカニズムが、他の英語圏の国々でも一般的になってきています。,多くのアメリカニズムが、他の英語圏の国々でも一般的になってきています。,屈折IPAの原形化 / 例文の原形主語整合化
21604,antifreeze,C1,C1,不凍液,不凍液,/ˈæntiˌfriːz/,/ˈæntiːfrˌiːz/,The car needs antifreeze in the winter.,The car needs antifreeze in the winter.,車は冬に不凍液が必要だ。,車は冬に不凍液が必要だ。,屈折IPAの原形化
21622,daffodil,C1,C1,スイセン,スイセン,/ˈdæfəˌdɪlz/,/dˈæfədˌɪl/,The daffodils bloomed in the garden.,The daffodil bloomed in the garden.,スイセンが庭で咲いた。,スイセンが庭で咲いた。,屈折IPAの原形化 / 例文の原形主語整合化
21623,delineate,C1,C1,輪郭を描く、明確にする,輪郭を描く、明確にする,/dɪˈlɪniˌeɪts/,/dɪlˈɪniːˌeɪt/,The research clearly delineates the differences between the two groups.,The research clearly delineate the differences between the two groups.,その研究は2つのグループの違いを明確に描いている。,その研究は2つのグループの違いを明確に描いている。,屈折IPAの原形化 / 例文の原形主語整合化
21637,furtherance,C1,C1,促進,促進,/ˈfɜːrθərəns/,/fˈɜːrθɚəns/,The grant was given in furtherance of scientific research.,The grant was given in furtherance of scientific research.,その助成金は科学研究の促進のために与えられた。,その助成金は科学研究の促進のために与えられた。,屈折IPAの原形化
21651,lithograph,C1,C1,リトグラフ,リトグラフ,/ˈlɪθəˌɡræfs/,/lˈɪθəɡrˌæf/,The museum has a collection of early lithographs.,The museum has a collection of early lithograph.,その美術館は初期のリトグラフのコレクションを所蔵している。,その美術館は初期のリトグラフのコレクションを所蔵している。,屈折IPAの原形化 / 例文の原形主語整合化
21657,mmp,C1,C1,MMP,MMP,/mmp/,/mmp/,MMPs are a family of enzymes involved in tissue remodeling.,mmp are a family of enzymes involved in tissue remodeling.,MMPは、組織リモデリングに関与する酵素ファミリーです。,MMPは、組織リモデリングに関与する酵素ファミリーです。,例文の原形主語整合化
21693,westerner,C1,C1,西洋人,西洋人,/ˈwɛstərnərz/,/wˈestɚnɚ/,The restaurant is popular with westerners.,The restaurant is popular with westerner.,そのレストランは西洋人に人気がある。,そのレストランは西洋人に人気がある。,屈折IPAの原形化 / 例文の原形主語整合化
21694,whisker,C1,C1,ひげ,ひげ,/ˈwɪskərz/,/wˈɪskɚ/,The cat has long whiskers.,The cat has long whisker.,猫は長いひげを持っている。,猫は長いひげを持っている。,屈折IPAの原形化 / 例文の原形主語整合化
21699,attache,C1,C1,取り付ける,取り付ける,/əˈtætʃɪz/,/ˌætəʃˈeɪ/,He attaches the handle to the bag.,I attache the handle to the bag.,彼はバッグにハンドルを取り付ける。,私はバッグにハンドルを取り付ける。,屈折IPAの原形化 / 例文の原形主語整合化
21715,dimer,C1,C1,二量体,二量体,/ˈdaɪmərz/,/dˈaɪmɚ/,The protein forms dimers in solution.,The protein forms dimer in solution.,そのタンパク質は溶液中で二量体を形成します。,そのタンパク質は溶液中で二量体を形成します。,屈折IPAの原形化 / 例文の原形主語整合化
21725,exon,C1,C1,エクソン,エクソン,/ˌɛˈksɔnz/,/ˌeksˈɔːn/,Exons are protein coding regions of the gene.,exon are protein coding regions of the gene.,エクソンは遺伝子のタンパク質コード領域である。,エクソンは遺伝子のタンパク質コード領域である。,屈折IPAの原形化 / 例文の原形主語整合化
21746,midsize,C1,C1,中型の,中型の,/ˈmɪˌdsaɪz/,/mˈɪdsˌaɪz/,They purchased a midsize sedan.,They purchased a midsize sedan.,彼らは中型のセダンを購入しました。,彼らは中型のセダンを購入しました。,屈折IPAの原形化
21763,predominance,C1,C1,優位性、支配,優位性、支配,/prɪˈdɑmənəns/,/prɪdˈɑːmənəns/,The predominance of one species led to the decline of others.,The predominance of one species led to the decline of others.,ある種の優位性が、他の種の衰退につながった。,ある種の優位性が、他の種の衰退につながった。,屈折IPAの原形化
21766,privatize,C1,C1,民営化する,民営化する,/ˈprɪvəˌtaɪz/,/prˈɪvətˌaɪz/,The government decided to privatize the national railway system.,The government decided to privatize the national railway system.,政府は国有鉄道システムを民営化することを決定しました。,政府は国有鉄道システムを民営化することを決定しました。,屈折IPAの原形化
